geography_code,geography_type,comparison,retailer_label,direct_state,justeat_state,channel_category
E01026334,lsoa,iceland,Iceland,No,Yes,Just Eat only
E01026335,lsoa,iceland,Iceland,No,Yes,Just Eat only
E01026336,lsoa,iceland,Iceland,No,Yes,Just Eat only
E01026337,lsoa,iceland,Iceland,No,Yes,Just Eat only
E01026338,lsoa,iceland,Iceland,No,No,Neither observed
E01026339,lsoa,iceland,Iceland,No,No,Neither observed
E01026340,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026341,lsoa,iceland,Iceland,No,No,Neither observed
E01026342,lsoa,iceland,Iceland,No,No,Neither observed
E01026343,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026344,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026345,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026346,lsoa,iceland,Iceland,No,No,Neither observed
E01026347,lsoa,iceland,Iceland,No,No,Neither observed
E01026348,lsoa,iceland,Iceland,No,No,Neither observed
E01026349,lsoa,iceland,Iceland,No,No,Neither observed
E01026350,lsoa,iceland,Iceland,No,No,Neither observed
E01026351,lsoa,iceland,Iceland,No,No,Neither observed
E01026352,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026353,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026354,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026355,lsoa,iceland,Iceland,Yes,No,Direct only
E01026356,lsoa,iceland,Iceland,No,No,Neither observed
E01026357,lsoa,iceland,Iceland,No,No,Neither observed
E01026358,lsoa,iceland,Iceland,No,No,Neither observed
E01026359,lsoa,iceland,Iceland,No,No,Neither observed
E01026360,lsoa,iceland,Iceland,No,No,Neither observed
E01026361,lsoa,iceland,Iceland,Yes,No,Direct only
E01026362,lsoa,iceland,Iceland,No,No,Neither observed
E01026363,lsoa,iceland,Iceland,No,No,Neither observed
E01026364,lsoa,iceland,Iceland,No,No,Neither observed
E01026365,lsoa,iceland,Iceland,Yes,No,Direct only
E01026366,lsoa,iceland,Iceland,No,No,Neither observed
E01026367,lsoa,iceland,Iceland,No,No,Neither observed
E01026368,lsoa,iceland,Iceland,No,No,Neither observed
E01026369,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026370,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026371,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026372,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026373,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026374,lsoa,iceland,Iceland,Yes,No,Direct only
E01026375,lsoa,iceland,Iceland,Yes,No,Direct only
E01026376,lsoa,iceland,Iceland,Yes,No,Direct only
E01026377,lsoa,iceland,Iceland,Yes,No,Direct only
E01026378,lsoa,iceland,Iceland,Yes,No,Direct only
E01026379,lsoa,iceland,Iceland,Yes,No,Direct only
E01026380,lsoa,iceland,Iceland,Yes,No,Direct only
E01026381,lsoa,iceland,Iceland,Yes,No,Direct only
E01026382,lsoa,iceland,Iceland,Yes,No,Direct only
E01026383,lsoa,iceland,Iceland,Yes,No,Direct only
E01026384,lsoa,iceland,Iceland,Yes,No,Direct only
E01026385,lsoa,iceland,Iceland,No,No,Neither observed
E01026386,lsoa,iceland,Iceland,No,No,Neither observed
E01026387,lsoa,iceland,Iceland,No,No,Neither observed
E01026388,lsoa,iceland,Iceland,No,No,Neither observed
E01026389,lsoa,iceland,Iceland,No,No,Neither observed
E01026390,lsoa,iceland,Iceland,No,No,Neither observed
E01026391,lsoa,iceland,Iceland,No,No,Neither observed
E01026392,lsoa,iceland,Iceland,No,No,Neither observed
E01026393,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026394,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026395,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026396,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026398,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026399,lsoa,iceland,Iceland,Yes,No,Direct only
E01026400,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026401,lsoa,iceland,Iceland,No,No,Neither observed
E01026402,lsoa,iceland,Iceland,No,No,Neither observed
E01026403,lsoa,iceland,Iceland,No,No,Neither observed
E01026404,lsoa,iceland,Iceland,Yes,No,Direct only
E01026405,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026406,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026407,lsoa,iceland,Iceland,No,No,Neither observed
E01026408,lsoa,iceland,Iceland,Yes,No,Direct only
E01026409,lsoa,iceland,Iceland,Yes,No,Direct only
E01026410,lsoa,iceland,Iceland,Yes,No,Direct only
E01026411,lsoa,iceland,Iceland,No,No,Neither observed
E01026412,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026413,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026414,lsoa,iceland,Iceland,Yes,No,Direct only
E01026415,lsoa,iceland,Iceland,No,No,Neither observed
E01026416,lsoa,iceland,Iceland,No,No,Neither observed
E01026419,lsoa,iceland,Iceland,No,No,Neither observed
E01026420,lsoa,iceland,Iceland,No,No,Neither observed
E01026421,lsoa,iceland,Iceland,No,No,Neither observed
E01026423,lsoa,iceland,Iceland,No,No,Neither observed
E01026424,lsoa,iceland,Iceland,Yes,No,Direct only
E01026425,lsoa,iceland,Iceland,Yes,No,Direct only
E01026426,lsoa,iceland,Iceland,Yes,No,Direct only
E01026427,lsoa,iceland,Iceland,Yes,No,Direct only
E01026428,lsoa,iceland,Iceland,Yes,No,Direct only
E01026429,lsoa,iceland,Iceland,Yes,No,Direct only
E01026430,lsoa,iceland,Iceland,Yes,No,Direct only
E01026431,lsoa,iceland,Iceland,Yes,No,Direct only
E01026432,lsoa,iceland,Iceland,Yes,No,Direct only
E01026433,lsoa,iceland,Iceland,Yes,No,Direct only
E01026434,lsoa,iceland,Iceland,Yes,No,Direct only
E01026435,lsoa,iceland,Iceland,No,No,Neither observed
E01026436,lsoa,iceland,Iceland,Yes,No,Direct only
E01026437,lsoa,iceland,Iceland,Yes,No,Direct only
E01026438,lsoa,iceland,Iceland,Yes,No,Direct only
E01026439,lsoa,iceland,Iceland,No,No,Neither observed
E01026440,lsoa,iceland,Iceland,No,No,Neither observed
E01026441,lsoa,iceland,Iceland,No,No,Neither observed
E01026442,lsoa,iceland,Iceland,No,No,Neither observed
E01026443,lsoa,iceland,Iceland,Yes,No,Direct only
E01026444,lsoa,iceland,Iceland,Yes,No,Direct only
E01026445,lsoa,iceland,Iceland,Yes,No,Direct only
E01026446,lsoa,iceland,Iceland,Yes,No,Direct only
E01026447,lsoa,iceland,Iceland,No,No,Neither observed
E01026448,lsoa,iceland,Iceland,No,No,Neither observed
E01026449,lsoa,iceland,Iceland,No,No,Neither observed
E01026450,lsoa,iceland,Iceland,No,No,Neither observed
E01026451,lsoa,iceland,Iceland,Yes,No,Direct only
E01026452,lsoa,iceland,Iceland,Yes,No,Direct only
E01026453,lsoa,iceland,Iceland,Yes,No,Direct only
E01026454,lsoa,iceland,Iceland,Yes,No,Direct only
E01026456,lsoa,iceland,Iceland,Yes,No,Direct only
E01026457,lsoa,iceland,Iceland,Yes,No,Direct only
E01026458,lsoa,iceland,Iceland,Yes,No,Direct only
E01026459,lsoa,iceland,Iceland,Yes,No,Direct only
E01026461,lsoa,iceland,Iceland,Yes,No,Direct only
E01026462,lsoa,iceland,Iceland,Yes,No,Direct only
E01026464,lsoa,iceland,Iceland,No,No,Neither observed
E01026465,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026466,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026467,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026468,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026469,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026470,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026471,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026472,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026473,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026474,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026475,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026476,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026477,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026478,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026479,lsoa,iceland,Iceland,Yes,No,Direct only
E01026480,lsoa,iceland,Iceland,Yes,No,Direct only
E01026481,lsoa,iceland,Iceland,Yes,No,Direct only
E01026483,lsoa,iceland,Iceland,Yes,No,Direct only
E01026484,lsoa,iceland,Iceland,Yes,No,Direct only
E01026485,lsoa,iceland,Iceland,Yes,No,Direct only
E01026486,lsoa,iceland,Iceland,Yes,No,Direct only
E01026487,lsoa,iceland,Iceland,Yes,No,Direct only
E01026488,lsoa,iceland,Iceland,Yes,No,Direct only
E01026489,lsoa,iceland,Iceland,Yes,No,Direct only
E01026490,lsoa,iceland,Iceland,Yes,No,Direct only
E01026491,lsoa,iceland,Iceland,Yes,No,Direct only
E01026492,lsoa,iceland,Iceland,Yes,No,Direct only
E01026493,lsoa,iceland,Iceland,Yes,No,Direct only
E01026494,lsoa,iceland,Iceland,No,No,Neither observed
E01026495,lsoa,iceland,Iceland,Yes,No,Direct only
E01026496,lsoa,iceland,Iceland,Yes,No,Direct only
E01026497,lsoa,iceland,Iceland,Yes,No,Direct only
E01026498,lsoa,iceland,Iceland,Yes,No,Direct only
E01026499,lsoa,iceland,Iceland,Yes,No,Direct only
E01026500,lsoa,iceland,Iceland,Yes,No,Direct only
E01026501,lsoa,iceland,Iceland,No,No,Neither observed
E01026502,lsoa,iceland,Iceland,Yes,No,Direct only
E01026503,lsoa,iceland,Iceland,Yes,No,Direct only
E01026504,lsoa,iceland,Iceland,No,No,Neither observed
E01026505,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026506,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026507,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026508,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026509,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026510,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026511,lsoa,iceland,Iceland,No,No,Neither observed
E01026512,lsoa,iceland,Iceland,Yes,No,Direct only
E01026513,lsoa,iceland,Iceland,Yes,No,Direct only
E01026514,lsoa,iceland,Iceland,No,No,Neither observed
E01026515,lsoa,iceland,Iceland,No,No,Neither observed
E01026516,lsoa,iceland,Iceland,No,No,Neither observed
E01026517,lsoa,iceland,Iceland,No,No,Neither observed
E01026518,lsoa,iceland,Iceland,Yes,No,Direct only
E01026519,lsoa,iceland,Iceland,Yes,No,Direct only
E01026520,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026521,lsoa,iceland,Iceland,Yes,No,Direct only
E01026522,lsoa,iceland,Iceland,No,No,Neither observed
E01026523,lsoa,iceland,Iceland,No,No,Neither observed
E01026524,lsoa,iceland,Iceland,Yes,No,Direct only
E01026525,lsoa,iceland,Iceland,Yes,No,Direct only
E01026526,lsoa,iceland,Iceland,Yes,No,Direct only
E01026527,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026528,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026529,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026530,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026531,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026532,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026533,lsoa,iceland,Iceland,Yes,No,Direct only
E01026534,lsoa,iceland,Iceland,No,No,Neither observed
E01026535,lsoa,iceland,Iceland,Yes,No,Direct only
E01026536,lsoa,iceland,Iceland,Yes,No,Direct only
E01026537,lsoa,iceland,Iceland,Yes,No,Direct only
E01026538,lsoa,iceland,Iceland,No,No,Neither observed
E01026539,lsoa,iceland,Iceland,No,No,Neither observed
E01026540,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026541,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026542,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026543,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026544,lsoa,iceland,Iceland,Yes,No,Direct only
E01026545,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026546,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026547,lsoa,iceland,Iceland,No,No,Neither observed
E01026548,lsoa,iceland,Iceland,No,No,Neither observed
E01026549,lsoa,iceland,Iceland,Yes,No,Direct only
E01026550,lsoa,iceland,Iceland,Yes,No,Direct only
E01026551,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026552,lsoa,iceland,Iceland,Yes,No,Direct only
E01026553,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026554,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026555,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026556,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026557,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026558,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026559,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026560,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026562,lsoa,iceland,Iceland,Yes,No,Direct only
E01026563,lsoa,iceland,Iceland,Yes,No,Direct only
E01026564,lsoa,iceland,Iceland,Yes,No,Direct only
E01026565,lsoa,iceland,Iceland,Yes,No,Direct only
E01026566,lsoa,iceland,Iceland,Yes,No,Direct only
E01026567,lsoa,iceland,Iceland,Yes,No,Direct only
E01026568,lsoa,iceland,Iceland,Yes,No,Direct only
E01026569,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026570,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026571,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026572,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026573,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026574,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026575,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026576,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026577,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026578,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026579,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026580,lsoa,iceland,Iceland,No,No,Neither observed
E01026581,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026582,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026583,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026584,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026587,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026588,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026589,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026590,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026591,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026592,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026593,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026594,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026595,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026596,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026597,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026598,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026599,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026600,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026601,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026602,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026603,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026604,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026605,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026606,lsoa,iceland,Iceland,Yes,No,Direct only
E01026607,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026608,lsoa,iceland,Iceland,Yes,No,Direct only
E01026609,lsoa,iceland,Iceland,Yes,No,Direct only
E01026610,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026611,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026612,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026613,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026614,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026615,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026616,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026617,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026618,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026619,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026620,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026621,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026622,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026623,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026624,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026625,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026626,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026627,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026628,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026629,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026630,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026631,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026632,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026633,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026634,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026635,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026636,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026637,lsoa,iceland,Iceland,Yes,No,Direct only
E01026638,lsoa,iceland,Iceland,Yes,No,Direct only
E01026639,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026640,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026641,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026642,lsoa,iceland,Iceland,No,No,Neither observed
E01026643,lsoa,iceland,Iceland,Yes,No,Direct only
E01026644,lsoa,iceland,Iceland,No,No,Neither observed
E01026645,lsoa,iceland,Iceland,No,No,Neither observed
E01026646,lsoa,iceland,Iceland,No,No,Neither observed
E01026647,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026648,lsoa,iceland,Iceland,No,No,Neither observed
E01026649,lsoa,iceland,Iceland,No,No,Neither observed
E01026650,lsoa,iceland,Iceland,No,No,Neither observed
E01026651,lsoa,iceland,Iceland,No,No,Neither observed
E01026652,lsoa,iceland,Iceland,No,No,Neither observed
E01026653,lsoa,iceland,Iceland,Yes,No,Direct only
E01026654,lsoa,iceland,Iceland,Yes,No,Direct only
E01026655,lsoa,iceland,Iceland,Yes,No,Direct only
E01026656,lsoa,iceland,Iceland,No,No,Neither observed
E01026659,lsoa,iceland,Iceland,Yes,No,Direct only
E01026660,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026661,lsoa,iceland,Iceland,Yes,No,Direct only
E01026662,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026663,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026664,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026665,lsoa,iceland,Iceland,Yes,No,Direct only
E01026666,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026667,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026668,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026669,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026670,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026671,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026672,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026673,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026674,lsoa,iceland,Iceland,Yes,No,Direct only
E01026675,lsoa,iceland,Iceland,Yes,No,Direct only
E01026676,lsoa,iceland,Iceland,No,No,Neither observed
E01026677,lsoa,iceland,Iceland,No,No,Neither observed
E01026678,lsoa,iceland,Iceland,No,No,Neither observed
E01026679,lsoa,iceland,Iceland,No,No,Neither observed
E01026680,lsoa,iceland,Iceland,No,No,Neither observed
E01026681,lsoa,iceland,Iceland,No,No,Neither observed
E01026682,lsoa,iceland,Iceland,No,No,Neither observed
E01026683,lsoa,iceland,Iceland,No,No,Neither observed
E01026684,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026685,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026687,lsoa,iceland,Iceland,Yes,No,Direct only
E01026688,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026689,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026690,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026691,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026692,lsoa,iceland,Iceland,Yes,No,Direct only
E01026693,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026694,lsoa,iceland,Iceland,Yes,No,Direct only
E01026695,lsoa,iceland,Iceland,No,No,Neither observed
E01026696,lsoa,iceland,Iceland,Yes,No,Direct only
E01026697,lsoa,iceland,Iceland,Yes,No,Direct only
E01026699,lsoa,iceland,Iceland,Yes,No,Direct only
E01026700,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026701,lsoa,iceland,Iceland,No,No,Neither observed
E01026702,lsoa,iceland,Iceland,No,No,Neither observed
E01026703,lsoa,iceland,Iceland,No,No,Neither observed
E01026704,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026705,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026706,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026708,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026709,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026710,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026711,lsoa,iceland,Iceland,Yes,No,Direct only
E01026712,lsoa,iceland,Iceland,Yes,No,Direct only
E01026713,lsoa,iceland,Iceland,Yes,No,Direct only
E01026714,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026715,lsoa,iceland,Iceland,Yes,No,Direct only
E01026716,lsoa,iceland,Iceland,No,No,Neither observed
E01026717,lsoa,iceland,Iceland,No,No,Neither observed
E01026718,lsoa,iceland,Iceland,Yes,No,Direct only
E01026719,lsoa,iceland,Iceland,Yes,No,Direct only
E01026720,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026721,lsoa,iceland,Iceland,Yes,No,Direct only
E01026722,lsoa,iceland,Iceland,Yes,No,Direct only
E01026723,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026724,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026725,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026726,lsoa,iceland,Iceland,Yes,No,Direct only
E01026727,lsoa,iceland,Iceland,No,No,Neither observed
E01026728,lsoa,iceland,Iceland,No,No,Neither observed
E01026729,lsoa,iceland,Iceland,No,No,Neither observed
E01026730,lsoa,iceland,Iceland,No,No,Neither observed
E01026733,lsoa,iceland,Iceland,No,No,Neither observed
E01026734,lsoa,iceland,Iceland,Yes,No,Direct only
E01026735,lsoa,iceland,Iceland,Yes,No,Direct only
E01026736,lsoa,iceland,Iceland,Yes,No,Direct only
E01026737,lsoa,iceland,Iceland,No,No,Neither observed
E01026738,lsoa,iceland,Iceland,Yes,No,Direct only
E01026739,lsoa,iceland,Iceland,No,No,Neither observed
E01026740,lsoa,iceland,Iceland,No,No,Neither observed
E01026741,lsoa,iceland,Iceland,No,No,Neither observed
E01026742,lsoa,iceland,Iceland,Yes,No,Direct only
E01026743,lsoa,iceland,Iceland,Yes,No,Direct only
E01026744,lsoa,iceland,Iceland,No,No,Neither observed
E01026745,lsoa,iceland,Iceland,No,No,Neither observed
E01026746,lsoa,iceland,Iceland,No,No,Neither observed
E01026747,lsoa,iceland,Iceland,No,No,Neither observed
E01026748,lsoa,iceland,Iceland,No,No,Neither observed
E01026749,lsoa,iceland,Iceland,No,No,Neither observed
E01026750,lsoa,iceland,Iceland,Yes,No,Direct only
E01026751,lsoa,iceland,Iceland,Yes,No,Direct only
E01026752,lsoa,iceland,Iceland,No,No,Neither observed
E01026753,lsoa,iceland,Iceland,Yes,No,Direct only
E01026754,lsoa,iceland,Iceland,Yes,No,Direct only
E01026755,lsoa,iceland,Iceland,Yes,No,Direct only
E01026756,lsoa,iceland,Iceland,Yes,No,Direct only
E01026757,lsoa,iceland,Iceland,Yes,No,Direct only
E01026758,lsoa,iceland,Iceland,Yes,No,Direct only
E01026759,lsoa,iceland,Iceland,Yes,No,Direct only
E01026760,lsoa,iceland,Iceland,Yes,No,Direct only
E01026761,lsoa,iceland,Iceland,Yes,No,Direct only
E01026763,lsoa,iceland,Iceland,No,No,Neither observed
E01026764,lsoa,iceland,Iceland,No,No,Neither observed
E01026765,lsoa,iceland,Iceland,No,No,Neither observed
E01026766,lsoa,iceland,Iceland,Yes,No,Direct only
E01026767,lsoa,iceland,Iceland,No,No,Neither observed
E01026768,lsoa,iceland,Iceland,No,No,Neither observed
E01026769,lsoa,iceland,Iceland,No,No,Neither observed
E01026770,lsoa,iceland,Iceland,Yes,No,Direct only
E01026771,lsoa,iceland,Iceland,Yes,No,Direct only
E01026772,lsoa,iceland,Iceland,Yes,No,Direct only
E01026773,lsoa,iceland,Iceland,Yes,No,Direct only
E01026774,lsoa,iceland,Iceland,No,No,Neither observed
E01026775,lsoa,iceland,Iceland,No,No,Neither observed
E01026776,lsoa,iceland,Iceland,No,No,Neither observed
E01026777,lsoa,iceland,Iceland,Yes,No,Direct only
E01026778,lsoa,iceland,Iceland,Yes,No,Direct only
E01026779,lsoa,iceland,Iceland,Yes,No,Direct only
E01026780,lsoa,iceland,Iceland,No,No,Neither observed
E01026781,lsoa,iceland,Iceland,Yes,No,Direct only
E01026782,lsoa,iceland,Iceland,No,No,Neither observed
E01026783,lsoa,iceland,Iceland,No,No,Neither observed
E01026784,lsoa,iceland,Iceland,No,No,Neither observed
E01026785,lsoa,iceland,Iceland,No,No,Neither observed
E01026786,lsoa,iceland,Iceland,No,No,Neither observed
E01026787,lsoa,iceland,Iceland,No,No,Neither observed
E01026788,lsoa,iceland,Iceland,No,No,Neither observed
E01026789,lsoa,iceland,Iceland,Yes,No,Direct only
E01026790,lsoa,iceland,Iceland,Yes,No,Direct only
E01026791,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026792,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026793,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026794,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026796,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026797,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026798,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026799,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026800,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026801,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026802,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026803,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026804,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026805,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026806,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026807,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026808,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026809,lsoa,iceland,Iceland,Yes,Yes,Both channels
E01026810,lsoa,iceland,Iceland,Yes,Yes,Both channels
